CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
THEFT/LARCENY	11/27/2018 02:05:00 PM	18-917219	GRAND THEFT	05Y	1400 MARITIME ST	Oakland	CA	"1400 MARITIME ST
Oakland, CA
(37.818243, -122.305147)"
DISTURBING THE PEACE	10/30/2018 08:33:00 AM	18-055048	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ROBBERY	10/08/2018 12:00:00 AM	18-051004	ROBBERY-FIREARM	08X	400 OAKLAND AV	Oakland	CA	"400 OAKLAND AV
Oakland, CA
(37.817801, -122.255304)"
THEFT/LARCENY	10/06/2018 02:00:00 AM	18-051411	THEFT	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ASSAULT	11/26/2018 05:00:00 PM	18-059946	SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC	24X	2100 ROSEDALE AV	Oakland	CA	"2100 ROSEDALE AV
Oakland, CA
(37.779336, -122.211588)"
THEFT/LARCENY	11/25/2018 11:55:00 PM	18-917047	THEFT	31X	7300 EDGEWATER DR	Oakland	CA	"7300 EDGEWATER DR
Oakland, CA
(37.745992, -122.206588)"
MOTOR VEHICLE THEFT	12/01/2018 11:30:00 PM	18-062122	VEHICLE THEFT - AUTO	21X	2900 23RD AV	Oakland	CA	"2900 23RD AV
Oakland, CA
(37.795613, -122.226051)"
MOTOR VEHICLE THEFT	11/22/2018 05:53:00 PM	18-059103	VEHICLE THEFT - AUTO	30X	2500 67TH AV	Oakland	CA	"2500 67TH AV
Oakland, CA
(37.766266, -122.185179)"
THEFT/LARCENY	12/03/2018 12:00:00 AM	18-917463	BURGLARY-AUTO	31Y	100 HEGENBERGER LOOP	Oakland	CA	"100 HEGENBERGER LOOP
Oakland, CA
(37.734759, -122.195841)"
BURGLARY	12/03/2018 02:45:00 PM	18-917551	BURGLARY-FORCIBLE ENTRY	24X	3500 GRAY ST	Oakland	CA	"3500 GRAY ST
Oakland, CA
(37.785112, -122.215274)"
THEFT/LARCENY	12/04/2018 08:00:00 PM	18-917606	BURGLARY-AUTO	14X	300 GRAND AV	Oakland	CA	"300 GRAND AV
Oakland, CA
(37.809029, -122.256834)"
THEFT/LARCENY	10/12/2018 10:29:00 AM	18-051812	BURGLARY-AUTO	10X	900 60TH ST	Oakland	CA	"900 60TH ST
Oakland, CA
(37.844571, -122.275373)"
ROBBERY	11/27/2018 02:08:00 PM	18-059852	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03X	300 11TH ST	Oakland	CA	"300 11TH ST
Oakland, CA
(37.800855, -122.268903)"
MOTOR VEHICLE THEFT	10/04/2018 08:33:00 AM	18-050373	VEHICLE THEFT - AUTO	29X	7100 SUNKIST DR	Oakland	CA	"7100 SUNKIST DR
Oakland, CA
(37.773612, -122.167635)"
THEFT/LARCENY	11/24/2018 03:00:00 AM	18-917704	BURGLARY-AUTO	19X	1100 EMBARCADERO	Oakland	CA	"1100 EMBARCADERO
Oakland, CA
(37.788562, -122.252799)"
THEFT/LARCENY	11/17/2018 07:00:00 PM	18-058321	THEFT	09X	200 W MACARTHUR BLVD	Oakland	CA	"200 W MACARTHUR BLVD
Oakland, CA
(37.822651, -122.255684)"
THEFT/LARCENY	11/26/2018 10:42:00 PM	18-059733	BURGLARY-AUTO	31X	8300 OAKPORT ST	Oakland	CA	"8300 OAKPORT ST
Oakland, CA
(37.740751, -122.198347)"
VANDALISM	11/04/2018 10:00:00 PM	18-915864	VANDALISM	07X	800 ATHENS AV	Oakland	CA	"800 ATHENS AV
Oakland, CA
(37.815709, -122.274999)"
THEFT/LARCENY	12/01/2018 11:30:00 PM	18-917472	THEFT	24X	2000 35TH AV	Oakland	CA	"2000 35TH AV
Oakland, CA
(37.783411, -122.217828)"
ASSAULT	10/29/2018 11:00:00 AM	18-054969	THREAT CRIME:INT:TERRORIZE	32X	9900 WALNUT ST	Oakland	CA	"9900 WALNUT ST
Oakland, CA
(37.744109, -122.167409)"
THEFT/LARCENY	11/26/2018 07:30:00 PM	18-917100	BURGLARY-AUTO	32X	10900 INTERNATIONAL BLVD	Oakland	CA	"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73672, -122.164746)"
ASSAULT	10/03/2018 11:45:00 PM	18-050369	SHOOT AT INHABITED DWELLING/VEHICLE/ETC	21Y	3200 ARKANSAS ST	Oakland	CA	"3200 ARKANSAS ST
Oakland, CA
(37.794739, -122.207636)"
BURGLARY	11/25/2018 12:00:00 PM	18-917033	BURGLARY-FORCIBLE ENTRY	26Y	6800 HAWLEY ST	Oakland	CA	"6800 HAWLEY ST
Oakland, CA
(37.757289, -122.197485)"
THEFT/LARCENY	10/12/2018 11:00:00 PM	18-052004	BURGLARY-AUTO	07X	1200 30TH ST	Oakland	CA	"1200 30TH ST
Oakland, CA
(37.822267, -122.282702)"
THEFT/LARCENY	11/28/2018 05:15:00 PM	18-917239	BURGLARY-AUTO	01X	200 WEBSTER ST	Oakland	CA	"200 WEBSTER ST
Oakland, CA
(37.795442, -122.273739)"
ASSAULT	11/22/2018 12:30:00 AM	18-058987	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	29X	7000 LACEY AV	Oakland	CA	"7000 LACEY AV
Oakland, CA
(37.771034, -122.17309)"
THEFT/LARCENY	11/08/2018 12:00:00 AM	18-056755	BURGLARY-AUTO	09X	5100 BROADWAY	Oakland	CA	"5100 BROADWAY
Oakland, CA
(37.835394, -122.251678)"
MOTOR VEHICLE THEFT	11/18/2018 04:00:00 AM	18-058450	VEHICLE THEFT - AUTO	03X	700 FALLON ST	Oakland	CA	"700 FALLON ST
Oakland, CA
(37.795841, -122.264662)"
THEFT/LARCENY	12/02/2018 01:30:00 PM	18-917323	BURGLARY-AUTO	77X	10TH ST	Oakland	CA	"10TH ST
Oakland, CA"
ROBBERY	12/26/2018 01:45:00 PM	18-065006	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	14X	2300 HARRISON ST	Oakland	CA	"2300 HARRISON ST
Oakland, CA
(37.811434, -122.262063)"
ASSAULT	11/17/2018 09:21:00 PM	18-058296	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	32Y	2200 108TH AV	Oakland	CA	"2200 108TH AV
Oakland, CA
(37.740399, -122.155596)"
ARSON	11/29/2018 12:12:00 PM	18-060207	ARSON:INHABITED STRUCTURE/PROPERTY	31X	8400 EDGEWATER DR	Oakland	CA	"8400 EDGEWATER DR
Oakland, CA
(37.737486, -122.198228)"
THEFT/LARCENY	11/23/2018 06:40:00 PM	18-917014	BURGLARY-AUTO	14Y	3800 GRAND AV	Oakland	CA	"3800 GRAND AV
Oakland, CA
(37.817524, -122.245113)"
THEFT/LARCENY	12/20/2018 10:50:00 AM	18-064008	THEFT	05X	1000 21ST ST	Oakland	CA	"1000 21ST ST
Oakland, CA
(37.813793, -122.281142)"
THEFT/LARCENY	12/03/2018 06:00:00 PM	18-917428	BURGLARY-AUTO	03Y	900 CLAY ST	Oakland	CA	"900 CLAY ST
Oakland, CA
(37.801942, -122.275679)"
THEFT/LARCENY	12/19/2018 07:00:00 PM	18-064005	BURGLARY-AUTO	35X	8800 HILLSIDE ST	Oakland	CA	"8800 HILLSIDE ST
Oakland, CA
(37.756459, -122.163704)"
BURGLARY	11/29/2018 01:00:00 PM	18-917501	BURGLARY-FORCIBLE ENTRY	33X	1000 81ST AV	Oakland	CA	"1000 81ST AV
Oakland, CA
(37.752957, -122.185716)"
ASSAULT	10/30/2018 11:23:00 PM	18-055204	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	27Y	5800 AVENAL AV	Oakland	CA	"5800 AVENAL AV
Oakland, CA
(37.771115, -122.193248)"
DISTURBING THE PEACE	11/22/2018 06:28:00 PM	18-059163	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
THEFT/LARCENY	11/04/2018 02:45:00 PM	18-915782	BURGLARY-AUTO	04X	1900 TELEGRAPH AV	Oakland	CA	"1900 TELEGRAPH AV
Oakland, CA
(37.808152, -122.269922)"
ASSAULT	11/28/2018 01:22:00 AM	18-059935	BATTERY	26Y	1200 75TH AV	Oakland	CA	"1200 75TH AV
Oakland, CA
(37.757105, -122.187746)"
THEFT/LARCENY	10/30/2018 06:00:00 PM	18-915582	GRAND THEFT	10Y	600 45TH ST	Oakland	CA	"600 45TH ST
Oakland, CA
(37.833425, -122.266531)"
ASSAULT	11/26/2018 03:00:00 AM	18-059675	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	27X	5200 YGNACIO AV	Oakland	CA	"5200 YGNACIO AV
Oakland, CA
(37.7735, -122.203339)"
VANDALISM	11/23/2018 07:40:00 PM	18-917162	VANDALISM	09X	4300 PIEDMONT AV	Oakland	CA	"4300 PIEDMONT AV
Oakland, CA
(37.828947, -122.249056)"
THEFT/LARCENY	11/26/2018 11:15:00 PM	18-917164	BURGLARY-AUTO	22X	3800 RHODA AV	Oakland	CA	"3800 RHODA AV
Oakland, CA
(37.801096, -122.20747)"
THEFT/LARCENY	11/02/2018 09:00:00 PM	18-915749	BURGLARY-AUTO	13Z	2000 MOUNTAIN BLVD	Oakland	CA	"2000 MOUNTAIN BLVD
Oakland, CA
(37.827229, -122.209956)"
BURGLARY	12/04/2018 12:00:00 AM	18-061746	BURGLARY-FORCIBLE ENTRY	26Y	1000 76TH AV	Oakland	CA	"1000 76TH AV
Oakland, CA
(37.754202, -122.19097)"
MOTOR VEHICLE THEFT	12/10/2018 07:00:00 AM	18-062823	VEHICLE THEFT - AUTO	02X	1100 10TH ST	Oakland	CA	"1100 10TH ST
Oakland, CA
(37.806388, -122.286105)"
VANDALISM	11/07/2018 08:05:00 PM	18-915925	VANDALISM	09X	3800 PIEDMONT AV	Oakland	CA	"3800 PIEDMONT AV
Oakland, CA
(37.823931, -122.255664)"
THEFT/LARCENY	11/20/2018 01:00:00 PM	18-058968	GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400	15X	100 ATHOL AV	Oakland	CA	"100 ATHOL AV
Oakland, CA
(37.800953, -122.253108)"
THEFT/LARCENY	11/26/2018 10:00:00 PM	18-917111	BURGLARY-AUTO	77X	TELEGRAPH AV	Oakland	CA	"TELEGRAPH AV
Oakland, CA"
DRUGS/ALCOHOL VIOLATIONS	11/07/2018 10:43:00 PM	18-056618	SELL/FURNISH/ETC MARIJUANA/HASHISH	28X	3200 STORER AV	Oakland	CA	"3200 STORER AV
Oakland, CA
(37.784008, -122.195727)"
THEFT/LARCENY	12/23/2018 08:07:00 PM	18-064592	BURGLARY-AUTO	14Y	3500 GRAND AV	Oakland	CA	"3500 GRAND AV
Oakland, CA
(37.814336, -122.246166)"
THEFT/LARCENY	10/08/2018 10:20:00 PM	18-914291	BURGLARY-AUTO	15X	600 ATHOL AV	Oakland	CA	"600 ATHOL AV
Oakland, CA
(37.805768, -122.243207)"
THEFT/LARCENY	11/29/2018 06:30:00 PM	18-917493	BURGLARY-AUTO	04X	2100 BROADWAY	Oakland	CA	"2100 BROADWAY
Oakland, CA
(37.810023, -122.267532)"
ROBBERY	11/27/2018 03:01:00 AM	18-059758	ROBBERY-FIREARM	20X	2500 E 12TH ST	Oakland	CA	"2500 E 12TH ST
Oakland, CA
(37.781102, -122.234237)"
THEFT/LARCENY	10/01/2018 01:24:00 PM	18-049790	THEFT	25X	4600 DAVENPORT AV	Oakland	CA	"4600 DAVENPORT AV
Oakland, CA
(37.789416, -122.183799)"
THEFT/LARCENY	11/06/2018 07:00:00 PM	18-915943	BURGLARY-AUTO	09X	4000 PIEDMONT AV	Oakland	CA	"4000 PIEDMONT AV
Oakland, CA
(37.825445, -122.253685)"
THEFT/LARCENY	10/03/2018 09:00:00 AM	18-050485	THEFT	12X	300 40TH ST	Oakland	CA	"300 40TH ST
Oakland, CA
(37.827664, -122.256802)"
ASSAULT	12/09/2018 10:03:00 PM	18-062130	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	18X	1800 COMMERCE WY	Oakland	CA	"1800 COMMERCE WY
Oakland, CA
(37.790061, -122.239284)"
BURGLARY	12/24/2018 04:00:00 PM	18-064814	BURGLARY-FORCIBLE ENTRY	21X	2400 25TH AV	Oakland	CA	"2400 25TH AV
Oakland, CA
(37.789073, -122.226478)"
THEFT/LARCENY	11/30/2018 09:25:00 AM	18-917508	GRAND THEFT	04X	600 WILLIAM ST	Oakland	CA	"600 WILLIAM ST
Oakland, CA
(37.809209, -122.27142)"
THEFT/LARCENY	12/04/2018 06:20:00 PM	18-061200	BURGLARY-AUTO	03Y	500 10TH ST	Oakland	CA	"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
THEFT/LARCENY	11/01/2018 08:25:00 PM	18-915669	GRAND THEFT	26Y	7100 SNELL ST	Oakland	CA	"7100 SNELL ST
Oakland, CA"
THEFT/LARCENY	12/02/2018 08:20:00 PM	18-917466	BURGLARY-AUTO	14X	400 STATEN AV	Oakland	CA	"400 STATEN AV
Oakland, CA
(37.810503, -122.253613)"
BURGLARY	10/20/2018 04:20:00 AM	18-053265	BURGLARY-FORCIBLE ENTRY	13Z	6100 MEDAU PL	Oakland	CA	"6100 MEDAU PL
Oakland, CA
(37.826849, -122.210993)"
MOTOR VEHICLE THEFT	12/24/2018 09:24:00 PM	18-064721	VEHICLE THEFT - AUTO	13X	00 BUENA VISTA PL	Oakland	CA	"00 BUENA VISTA PL
Oakland, CA"
THEFT/LARCENY	10/18/2018 08:30:00 PM	18-914840	BURGLARY-AUTO	14X	400 GRAND AV	Oakland	CA	"400 GRAND AV
Oakland, CA
(37.808774, -122.253814)"
VANDALISM	11/09/2018 12:42:00 AM	18-056835	DAMAGE/ETC PROPERTY TO VIOLATE CIVIL RIGHTS	31X	600 HEGENBERGER RD	Oakland	CA	"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
ASSAULT	11/09/2018 03:35:00 AM	18-056836	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	12X	5100 SHATTUCK AV	Oakland	CA	"5100 SHATTUCK AV
Oakland, CA
(37.837311, -122.264102)"
THEFT/LARCENY	11/28/2018 08:00:00 PM	18-917480	BURGLARY-AUTO	03Y	00	Oakland	CA	"00
Oakland, CA"
THEFT/LARCENY	11/26/2018 01:20:00 PM	18-917064	GRAND THEFT	27Y	5500 HARMON AV	Oakland	CA	"5500 HARMON AV
Oakland, CA
(37.77108, -122.198066)"
THEFT/LARCENY	11/24/2018 08:35:00 PM	18-916961	BURGLARY-AUTO	12X	4300 TELEGRAPH AV	Oakland	CA	"4300 TELEGRAPH AV
Oakland, CA
(37.831801, -122.263732)"
THEFT/LARCENY	11/26/2018 08:00:00 PM	18-059735	BURGLARY-AUTO	08X	3400 TELEGRAPH AV	Oakland	CA	"3400 TELEGRAPH AV
Oakland, CA
(37.822749, -122.266173)"
THEFT/LARCENY	11/26/2018 09:00:00 AM	18-917097	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
THEFT/LARCENY	11/06/2018 07:20:00 PM	18-915877	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
THEFT/LARCENY	10/06/2018 01:00:00 PM	18-050796	BURGLARY-AUTO	22Y	3400 JOAQUIN MILLER RD	Oakland	CA	"3400 JOAQUIN MILLER RD
Oakland, CA
(37.809781, -122.188567)"
BURGLARY	12/02/2018 05:10:00 AM	18-060830	BURGLARY-FORCIBLE ENTRY	14X	300 ADAMS ST	Oakland	CA	"300 ADAMS ST
Oakland, CA
(37.814128, -122.25626)"
THEFT/LARCENY	11/30/2018 01:00:00 AM	18-060658	THEFT	23X	1500 FRUITVALE AV	Oakland	CA	"1500 FRUITVALE AV
Oakland, CA
(37.778761, -122.225265)"
ASSAULT	10/21/2018 08:33:00 PM	18-053523	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	35X	2700 ALVINGROOM CT	Oakland	CA	"2700 ALVINGROOM CT
Oakland, CA
(37.76127, -122.161658)"
MOTOR VEHICLE THEFT	11/26/2018 01:00:00 PM	18-059837	VEHICLE THEFT - AUTO	31Y	8900 SAN LEANDRO ST	Oakland	CA	"8900 SAN LEANDRO ST
Oakland, CA
(37.744889, -122.186539)"
BURGLARY	12/06/2018 01:15:00 PM	18-917701	BURGLARY-FORCIBLE ENTRY	07X	1400 34TH ST	Oakland	CA	"1400 34TH ST
Oakland, CA
(37.825894, -122.284104)"
THEFT/LARCENY	10/04/2018 01:30:00 PM	18-913978	BURGLARY-AUTO	31X	8300 OAKPORT ST	Oakland	CA	"8300 OAKPORT ST
Oakland, CA
(37.740751, -122.198347)"
THEFT/LARCENY	10/07/2018 12:00:00 AM	18-050923	BURGLARY-AUTO	03Y	500 10TH ST	Oakland	CA	"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
THEFT/LARCENY	11/28/2018 09:15:00 PM	18-917352	BURGLARY-AUTO	03Y	400 9TH ST	Oakland	CA	"400 9TH ST
Oakland, CA
(37.800422, -122.272102)"
MOTOR VEHICLE THEFT	12/22/2018 08:20:00 AM	18-064428	VEHICLE THEFT - AUTO	08X	500 33RD ST	Oakland	CA	"500 33RD ST
Oakland, CA
(37.821641, -122.266475)"
ASSAULT	11/17/2018 12:00:00 AM	18-059986	CRUELTY TO ELDER/DEPENDANT ADULT:GBI/DEATH LIKELY	20X	1400 28TH AV	Oakland	CA	"1400 28TH AV
Oakland, CA
(37.779876, -122.22996)"
MOTOR VEHICLE THEFT	11/11/2018 12:00:00 PM	18-057262	VEHICLE THEFT - AUTO	07X	2400 MARKET ST	Oakland	CA	"2400 MARKET ST
Oakland, CA
(37.816217, -122.278014)"
THEFT/LARCENY	09/30/2018 12:00:00 PM	18-049982	THEFT	17X	800 FOOTHILL BLVD	Oakland	CA	"800 FOOTHILL BLVD
Oakland, CA
(37.794721, -122.249352)"
THEFT/LARCENY	11/27/2018 06:45:00 PM	18-917381	BURGLARY-AUTO	14Y	3300 GRAND AV	Oakland	CA	"3300 GRAND AV
Oakland, CA
(37.812814, -122.247111)"
ASSAULT	10/07/2018 09:09:00 PM	18-050995	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	32X	1400 103RD AV	Oakland	CA	"1400 103RD AV
Oakland, CA
(37.740951, -122.167841)"
THEFT/LARCENY	11/27/2018 06:40:00 AM	18-917197	THEFT	25X	3600 39TH AV	Oakland	CA	"3600 39TH AV
Oakland, CA
(37.789634, -122.196842)"
ASSAULT	10/01/2018 12:00:00 PM	18-050431	THREAT CRIME:INT:TERRORIZE	21Y	2600 COOLIDGE AV	Oakland	CA	"2600 COOLIDGE AV
Oakland, CA
(37.788004, -122.217651)"
VANDALISM	11/25/2018 05:00:00 PM	18-917038	VANDALISM	77X	W GRAND AV	Oakland	CA	"W GRAND AV
Oakland, CA"
VANDALISM	11/13/2018 08:26:00 AM	18-916294	VANDALISM	21Y	2400 COOLIDGE AV	Oakland	CA	"2400 COOLIDGE AV
Oakland, CA
(37.786275, -122.218976)"
ASSAULT	12/09/2018 08:30:00 AM	18-062031	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	03X	00 10TH ST	Oakland	CA	"00 10TH ST
Oakland, CA"
THEFT/LARCENY	11/02/2018 09:00:00 PM	18-915858	BURGLARY-AUTO	25X	4700 GERANIUM PL	Oakland	CA	"4700 GERANIUM PL
Oakland, CA
(37.795536, -122.180242)"
ASSAULT	11/09/2018 07:30:00 AM	18-056851	BATTERY	09X	3900 HOWE ST	Oakland	CA	"3900 HOWE ST
Oakland, CA
(37.826114, -122.254423)"
ASSAULT	12/24/2018 07:34:00 PM	18-064807	THREAT CRIME:INT:TERRORIZE	27Y	1400 61ST AV	Oakland	CA	"1400 61ST AV
Oakland, CA
(37.764606, -122.198262)"
THEFT/LARCENY	12/06/2018 01:43:00 AM	18-917690	BURGLARY-AUTO	12Y	400 62ND ST	Oakland	CA	"400 62ND ST
Oakland, CA
(37.848522, -122.25669)"
ASSAULT	12/20/2018 06:43:00 PM	18-064077	ASSAULT	31Y	500 98TH AV	Oakland	CA	"500 98TH AV
Oakland, CA
(37.734987, -122.183938)"
THEFT/LARCENY	11/25/2018 01:54:00 PM	18-059495	THEFT	12Y	6300 COLLEGE AV	Oakland	CA	"6300 COLLEGE AV
Oakland, CA
(37.850007, -122.252346)"
THEFT/LARCENY	11/26/2018 05:49:00 AM	18-917307	BURGLARY-AUTO	22Y	3000 DELAWARE ST	Oakland	CA	"3000 DELAWARE ST
Oakland, CA
(37.79583, -122.206545)"
THEFT/LARCENY	11/13/2018 08:00:00 PM	18-916466	BURGLARY-AUTO	04X	2200 TELEGRAPH AV	Oakland	CA	"2200 TELEGRAPH AV
Oakland, CA
(37.811582, -122.269056)"
THEFT/LARCENY	11/26/2018 10:00:00 AM	18-917107	BURGLARY-AUTO	31X	7600 OAKPORT ST	Oakland	CA	"7600 OAKPORT ST
Oakland, CA
(37.746671, -122.202226)"
THEFT/LARCENY	12/03/2018 04:55:00 PM	18-917575	BURGLARY-AUTO	12Y	5800 CHABOT RD	Oakland	CA	"5800 CHABOT RD
Oakland, CA
(37.846088, -122.254787)"
VANDALISM	10/08/2018 06:00:00 PM	18-914253	VANDALISM	31Y	8400 EDES AV	Oakland	CA	"8400 EDES AV
Oakland, CA
(37.741742, -122.195475)"
ASSAULT	10/04/2018 09:48:00 AM	18-050403	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	07X	1000 W GRAND AV	Oakland	CA	"1000 W GRAND AV
Oakland, CA
(37.81498, -122.281156)"
THEFT/LARCENY	11/29/2018 09:30:00 PM	18-917487	BURGLARY-AUTO	08X	2300 BROADWAY	Oakland	CA	"2300 BROADWAY
Oakland, CA
(37.812399, -122.266077)"
THEFT/LARCENY	12/05/2018 07:30:00 PM	18-917694	BURGLARY-AUTO	04X	1900 SAN PABLO AV	Oakland	CA	"1900 SAN PABLO AV
Oakland, CA
(37.809032, -122.27271)"
VANDALISM	11/27/2018 08:13:00 AM	18-059772	VANDALISM	21Y	3200 E 27TH ST	Oakland	CA	"3200 E 27TH ST
Oakland, CA
(37.789498, -122.217858)"
THEFT/LARCENY	10/19/2018 09:00:00 AM	18-914865	THEFT	03Y	900 WASHINGTON ST	Oakland	CA	"900 WASHINGTON ST
Oakland, CA
(37.801348, -122.274569)"
BURGLARY	10/30/2018 12:52:00 PM	18-055189	BURGLARY-FORCIBLE ENTRY	21Y	3200 LYNDE ST	Oakland	CA	"3200 LYNDE ST
Oakland, CA
(37.789822, -122.215941)"
ASSAULT	11/28/2018 02:28:00 AM	18-059570	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	30X	1400 71ST AV	Oakland	CA	"1400 71ST AV
Oakland, CA
(37.760629, -122.188341)"
THEFT/LARCENY	11/07/2018 06:30:00 PM	18-915942	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
FRAUD	11/20/2018 01:10:00 PM	18-917146	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	10Y	5600 MARKET ST	Oakland	CA	"5600 MARKET ST
Oakland, CA
(37.840144, -122.274089)"
DISTURBING THE PEACE	11/27/2018 09:01:00 AM	18-059781	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
THEFT/LARCENY	11/28/2018 12:00:00 AM	18-060601	BURGLARY-AUTO	05X	1500 UNION ST	Oakland	CA	"1500 UNION ST
Oakland, CA
(37.810993, -122.287961)"
THEFT/LARCENY	10/16/2018 09:10:00 PM	18-914697	GRAND THEFT	77X	52ND ST	Oakland	CA	"52ND ST
Oakland, CA"
THEFT/LARCENY	12/01/2018 11:00:00 AM	18-917476	BURGLARY-AUTO	32X	10100 WALNUT ST	Oakland	CA	"10100 WALNUT ST
Oakland, CA
(37.742483, -122.166596)"
BURGLARY	10/18/2018 10:00:00 AM	18-914907	BURGLARY-FORCIBLE ENTRY	19X	1800 E 15TH ST	Oakland	CA	"1800 E 15TH ST
Oakland, CA
(37.787925, -122.241298)"
VANDALISM	11/02/2018 06:30:00 AM	18-915676	VANDALISM	14X	300 VAN BUREN AV	Oakland	CA	"300 VAN BUREN AV
Oakland, CA
(37.810895, -122.256359)"
VANDALISM	11/21/2018 04:00:00 PM	18-059659	VANDALISM	02Y	1400 7TH ST	Oakland	CA	"1400 7TH ST
Oakland, CA
(37.805174, -122.294046)"
ASSAULT	12/25/2018 05:57:00 PM	18-064836	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	10X	900 61ST ST	Oakland	CA	"900 61ST ST
Oakland, CA
(37.845453, -122.275462)"
MOTOR VEHICLE THEFT	12/03/2018 07:00:00 PM	18-061117	VEHICLE THEFT - AUTO	08X	400 FAIRMOUNT AV	Oakland	CA	"400 FAIRMOUNT AV
Oakland, CA
(37.819059, -122.256455)"
THEFT/LARCENY	11/03/2018 10:00:00 PM	18-915876	BURGLARY-AUTO	04X	2000 TELEGRAPH AV	Oakland	CA	"2000 TELEGRAPH AV
Oakland, CA
(37.809691, -122.269532)"
THEFT/LARCENY	11/05/2018 09:37:00 PM	18-915882	THEFT	17Y	2200 7TH AV	Oakland	CA	"2200 7TH AV
Oakland, CA
(37.799578, -122.24485)"
MOTOR VEHICLE THEFT	11/02/2018 07:00:00 PM	18-057933	VEHICLE THEFT - AUTO	27Y	1900 SEMINARY AV	Oakland	CA	"1900 SEMINARY AV
Oakland, CA
(37.767336, -122.196348)"
BURGLARY	11/28/2018 09:25:00 AM	18-917214	BURGLARY-FORCIBLE ENTRY	12X	4100 WEBSTER ST	Oakland	CA	"4100 WEBSTER ST
Oakland, CA
(37.829385, -122.260627)"
BURGLARY	11/03/2018 01:20:00 AM	18-916148	BURGLARY-FORCIBLE ENTRY	01X	200 3RD ST	Oakland	CA	"200 3RD ST
Oakland, CA
(37.794649, -122.270557)"
MOTOR VEHICLE THEFT	10/26/2018 10:30:00 PM	18-056941	VEHICLE THEFT - AUTO	32X	1400 102ND AV	Oakland	CA	"1400 102ND AV
Oakland, CA
(37.741609, -122.168043)"
MOTOR VEHICLE THEFT	10/10/2018 09:00:00 PM	18-051988	VEHICLE THEFT - AUTO	05X	900 18TH ST	Oakland	CA	"900 18TH ST
Oakland, CA
(37.811214, -122.280169)"
BURGLARY	11/17/2018 11:16:00 AM	18-058224	BURGLARY-FORCIBLE ENTRY	04X	1600 FRANKLIN ST	Oakland	CA	"1600 FRANKLIN ST
Oakland, CA
(37.805391, -122.268994)"
THEFT/LARCENY	11/29/2018 07:15:00 AM	18-917407	BURGLARY-AUTO	03X	800 BROADWAY	Oakland	CA	"800 BROADWAY
Oakland, CA
(37.800374, -122.273588)"
ASSAULT	12/21/2018 01:55:00 PM	18-065014	BATTERY	08X	400 34TH ST	Oakland	CA	"400 34TH ST
Oakland, CA
(37.822199, -122.263246)"
THEFT/LARCENY	11/27/2018 02:30:00 PM	18-059920	BURGLARY-AUTO	03Y	1300 CLAY ST	Oakland	CA	"1300 CLAY ST
Oakland, CA
(37.804767, -122.273936)"
ASSAULT	10/08/2018 11:26:00 PM	18-051175	ASSAULT WITH FIREARM ON PERSON	23X	1900 34TH AV	Oakland	CA	"1900 34TH AV
Oakland, CA
(37.782492, -122.220925)"
